Hosp_Name,Hosp_ID,Hosp_Address,City,State,Action,DT_Action
Great Plains Health,2381,601 West Leota St,North Platte,NE,Closure Notice,2023-02
Greater Baltimore Medical Center,2385,6701 N. Charles St.,Towson,MD,Warning Notice,2023-04
Greater Baltimore Medical Center,2385,6701 N. Charles St.,Towson,MD,CAP Request,2023-07
Greater Baltimore Medical Center,2385,6701 N. Charles St.,Towson,MD,Closure Notice,2023-08
Greenwood County Hospital,2405,100 West 16th Street,Eureka,KS,Met Requirements,2023-02
Grove Hill Memorial Hospital,2419,295 Jackson Highway S,Grove Hill,AL,CAP Request,2023-06
Grove Hill Memorial Hospital,2419,295 Jackson Highway S,Grove Hill,AL,Closure Notice,2023-09
Gundersen Lutheran Medical Center,2434,1900 South Ave,La Crosse,WI,Warning Notice,2023-06
Gundersen Lutheran Medical Center,2434,1900 South Ave,La Crosse,WI,Closure Notice,2023-10
Gunnison Valley Health Hospital,2438,711 N Taylor St ,Gunnison,CO,Met Requirements,2023-12
Guthrie Corning Hospital,1506,1 Guthrie Drive,Corning,NY,Warning Notice,2021-09
Guthrie Corning Hospital,1506,1 Guthrie Drive,Corning,NY,Closure Notice,2022-06
Hackensack Meridian Health Carrier Clinic,2449,252 County Road 601,Belle Mead,NJ,Warning Notice,2023-04
Hackensack Meridian Health Carrier Clinic,2449,252 County Road 601,Belle Mead,NJ,CAP Request,2023-09
Hackensack Meridian Health Carrier Clinic,2449,252 County Road 601,Belle Mead,NJ,Closure Notice,2023-10
Hackensack Meridian Health JFK University Medical Center,2985,65 James Street,Edison,NJ,Warning Notice,2022-08
Hackensack Meridian Health JFK University Medical Center,2985,65 James Street,Edison,NJ,Closure Notice,2023-02
Hackensack University Medical Center,2450,30 Prospect Avenue,Hackensack,NJ,Warning Notice,2021-05
Hackensack University Medical Center,2450,30 Prospect Avenue,Hackensack,NJ,CAP Request,2021-10
Hackensack University Medical Center,2450,30 Prospect Avenue,Hackensack,NJ,Closure Notice,2022-10
Halifax Health - UF Health - Medical Center of Deltona,7605,3300 Halifax Crossing Boulevard,Deltona,FL,Warning Notice,2023-01
Halifax Health - UF Health - Medical Center of Deltona,7605,3300 Halifax Crossing Boulevard,Deltona,FL,CAP Request,2023-05
Halifax Health - UF Health - Medical Center of Deltona,7605,3300 Halifax Crossing Boulevard,Deltona,FL,Closure Notice,2023-08
Halifax Health Medical Center of Daytona Beach,2457,303 N Clyde Morris Blvd,Daytona Beach,FL,Warning Notice,2021-05
Halifax Health Medical Center of Daytona Beach,2457,303 N Clyde Morris Blvd,Daytona Beach,FL,CAP Request,2021-10
Halifax Health Medical Center of Daytona Beach,2457,303 N Clyde Morris Blvd,Daytona Beach,FL,Closure Notice,2022-04
Halifax Health Medical Center of Port Orange,2458,1041 Dunlawton Ave,Port Orange,FL,Warning Notice,2021-07
Halifax Health Medical Center of Port Orange,2458,1041 Dunlawton Ave,Port Orange,FL,Closure Notice,2022-01
Hamilton County Hospital,2462,700 N. Huser St,Syracuse,KS,Met Requirements,2023-12
Hamilton Medical Center,2465,1200 Memorial Drive,Dalton,GA,Met Requirements,2023-07
Hampstead Hospital & Residential Treatment Facility,2470,218 East Road,Hampstead,NH,Warning Notice,2023-01
Hampstead Hospital & Residential Treatment Facility,2470,218 East Road,Hampstead,NH,Closure Notice,2023-11
Hannibal Regional Hospital,2478,6000 Hospital Drive,Hannibal,MO,CAP Request,2023-06
Hannibal Regional Hospital,2478,6000 Hospital Drive,Hannibal,MO,Closure Notice,2023-08
Hardin Medical Center,2487,935 Wayne Rd.,Savannah,TN,Warning Notice,2023-02
Hardin Medical Center,2487,935 Wayne Rd.,Savannah,TN,Closure Notice,2023-06
Hartford Hospital,2517,80 Seymour Street,Hartford,CT,Warning Notice,2021-07
Hartford Hospital,2517,80 Seymour Street,Hartford,CT,Closure Notice,2022-01
Haywood Regional Medical Center,2541,262 Leroy George Drive,Clyde,NC,Met Requirements,2023-05
HCA Florida Aventura Hospital,413,20900 Biscayne Blvd,Aventura,FL,Warning Notice,2023-05
HCA Florida Aventura Hospital,413,20900 Biscayne Blvd,Aventura,FL,Closure Notice,2023-09
HCA Florida Bayonet Point Hospital,5272,14000 Fivay Rd,Hudson,FL,Warning Notice,2023-06
HCA Florida Bayonet Point Hospital,5272,14000 Fivay Rd,Hudson,FL,Closure Notice,2023-10
HCA Florida Blake Hospital,738,2020 59th St W,Bradenton,FL,Warning Notice,2021-09
HCA Florida Blake Hospital,738,2020 59th St W,Bradenton,FL,CAP Request,2022-11
HCA Florida Blake Hospital,738,2020 59th St W,Bradenton,FL,Closure Notice,2023-08
HCA Florida Brandon Hospital,797,119 Oakfield Dr,Brandon,FL,Warning Notice,2023-06
HCA Florida Brandon Hospital,797,119 Oakfield Dr,Brandon,FL,Closure Notice,2023-10
HCA Florida Capital Hospital,936,2626 Capital Medical Blvd,Tallahassee,FL,Warning Notice,2023-06
HCA Florida Capital Hospital,936,2626 Capital Medical Blvd,Tallahassee,FL,Closure Notice,2023-09
HCA Florida Citrus Hospital,1277,502 Highland Blvd,Inverness,FL,Warning Notice,2023-06
HCA Florida Citrus Hospital,1277,502 Highland Blvd,Inverness,FL,Closure Notice,2023-09
HCA Florida Englewood Hospital,1989,700 Medical Blvd,Englewood,FL,Warning Notice,2023-06
HCA Florida Englewood Hospital,1989,700 Medical Blvd,Englewood,FL,Closure Notice,2023-10
HCA Florida Fawcett Hospital,2083,21298 Olean Blvd,Port Charlotte,FL,Warning Notice,2023-06
HCA Florida Fawcett Hospital,2083,21298 Olean Blvd,Port Charlotte,FL,Closure Notice,2023-09
HCA Florida Fort Walton-Destin Hospital,2162,1000 Mar Walt Dr,Fort Walton Beach,FL,Warning Notice,2023-06
HCA Florida Fort Walton-Destin Hospital,2162,1000 Mar Walt Dr,Fort Walton Beach,FL,Closure Notice,2023-09
HCA Florida Gulf Coast Hospital,2428,449 W 23rd St,Panama City,FL,Warning Notice,2023-06
HCA Florida Gulf Coast Hospital,2428,449 W 23rd St,Panama City,FL,Closure Notice,2023-10
HCA Florida JFK Hospital,2986,5301 S Congress Ave,Atlantis,FL,Warning Notice,2021-09
HCA Florida JFK Hospital,2986,5301 S Congress Ave,Atlantis,FL,CAP Request,2022-11
HCA Florida JFK Hospital,2986,5301 S Congress Ave,Atlantis,FL,Closure Notice,2023-07
HCA Florida JFK North Hospital,2987,2201 45th St,West Palm Beach,FL,Warning Notice,2023-06
HCA Florida JFK North Hospital,2987,2201 45th St,West Palm Beach,FL,Closure Notice,2023-10
HCA Florida Kendall Hospital,3108,11750 Southwest 40th Street,Miami,FL,Warning Notice,2023-07
HCA Florida Kendall Hospital,3108,11750 Southwest 40th Street,Miami,FL,Closure Notice,2023-10
HCA Florida Lake City Hospital,3300,340 Nw Commerce Dr,Lake City,FL,Warning Notice,2021-09
HCA Florida Lake City Hospital,3300,340 Nw Commerce Dr,Lake City,FL,CAP Request,2022-11
HCA Florida Lake City Hospital,3300,340 Nw Commerce Dr,Lake City,FL,Closure Notice,2023-07
HCA Florida Lake Monroe Hospital,1059,1401 W Seminole Blvd,Sanford,FL,Warning Notice,2023-07
HCA Florida Lake Monroe Hospital,1059,1401 W Seminole Blvd,Sanford,FL,Closure Notice,2023-11
HCA Florida Largo Hospital,3369,201 14th St Sw,Largo,FL,Warning Notice,2023-06
HCA Florida Largo Hospital,3369,201 14th St Sw,Largo,FL,Closure Notice,2023-09
HCA Florida Largo West Hospital,3370,2025 Indian Rocks Rd,Largo,FL,Warning Notice,2023-06
HCA Florida Largo West Hospital,3370,2025 Indian Rocks Rd,Largo,FL,Closure Notice,2023-10
HCA Florida Lawnwood Hospital,7613,1700 South 23rd Street,Fort Pierce,FL,Warning Notice,2023-06
HCA Florida Lawnwood Hospital,7613,1700 South 23rd Street,Fort Pierce,FL,Closure Notice,2023-10
HCA Florida Memorial Hospital,3874,3625 University Blvd S,Jacksonville,FL,Warning Notice,2023-06
HCA Florida Memorial Hospital,3874,3625 University Blvd S,Jacksonville,FL,Closure Notice,2023-09
HCA Florida Mercy Hospital,5941,3663 S Miami Ave,Miami,FL,Warning Notice,2023-06
HCA Florida Mercy Hospital,5941,3663 S Miami Ave,Miami,FL,Closure Notice,2023-10
HCA Florida Northside Hospital,4535,6000 49th St N,Saint Petersburg,FL,Warning Notice,2023-06
HCA Florida Northside Hospital,4535,6000 49th St N,Saint Petersburg,FL,Closure Notice,2023-09
HCA Florida Northwest Hospital,4549,2801 N State Rd 7,Margate,FL,Warning Notice,2023-06
HCA Florida Northwest Hospital,4549,2801 N State Rd 7,Margate,FL,Closure Notice,2023-09
HCA Florida Oak Hill Hospital,4601,11375 Cortez Blvd,Brooksville,FL,Warning Notice,2023-06
HCA Florida Oak Hill Hospital,4601,11375 Cortez Blvd,Brooksville,FL,Closure Notice,2023-10
HCA Florida Ocala Hospital,4617,1431 Sw 1st Ave,Ocala,FL,Warning Notice,2023-06
HCA Florida Ocala Hospital,4617,1431 Sw 1st Ave,Ocala,FL,Closure Notice,2023-10
HCA Florida Orange Park Hospital,4701,2001 Kingsley Ave,Orange Park,FL,Warning Notice,2023-06
HCA Florida Orange Park Hospital,4701,2001 Kingsley Ave,Orange Park,FL,Closure Notice,2023-10
HCA Florida Osceola Hospital,4727,700 W Oak St,Kissimmee,FL,Warning Notice,2021-08
HCA Florida Osceola Hospital,4727,700 W Oak St,Kissimmee,FL,CAP Request,2022-11
HCA Florida Osceola Hospital,4727,700 W Oak St,Kissimmee,FL,Closure Notice,2023-07
HCA Florida Palms West Hospital,4795,13001 Southern Blvd,Loxahatchee,FL,Warning Notice,2023-06
HCA Florida Palms West Hospital,4795,13001 Southern Blvd,Loxahatchee,FL,Closure Notice,2023-09
HCA Florida Pasadena Hospital,4794,1501 Pasadena Ave S,Saint Petersburg,FL,Warning Notice,2023-06
HCA Florida Pasadena Hospital,4794,1501 Pasadena Ave S,Saint Petersburg,FL,Closure Notice,2023-10
HCA Florida Poinciana Hospital,5041,325 Cypress Pkwy,Kissimmee,FL,Warning Notice,2023-06
HCA Florida Poinciana Hospital,5041,325 Cypress Pkwy,Kissimmee,FL,Closure Notice,2023-10
HCA Florida Putnam Hospital,5192,611 Zeagler Dr,Palatka,FL,Warning Notice,2023-06
HCA Florida Putnam Hospital,5192,611 Zeagler Dr,Palatka,FL,Closure Notice,2023-11
HCA Florida Sarasota Doctors Hospital,1727,5731 Bee Ridge Rd,Sarasota,FL,Warning Notice,2021-09
HCA Florida Sarasota Doctors Hospital,1727,5731 Bee Ridge Rd,Sarasota,FL,CAP Request,2022-11
HCA Florida Sarasota Doctors Hospital,1727,5731 Bee Ridge Rd,Sarasota,FL,Closure Notice,2023-04
HCA Florida South Shore Hospital,5978,4016 Sun City Center Blvd,Sun City Center,FL,Warning Notice,2021-09
HCA Florida South Shore Hospital,5978,4016 Sun City Center Blvd,Sun City Center,FL,CAP Request,2022-11
HCA Florida South Shore Hospital,5978,4016 Sun City Center Blvd,Sun City Center,FL,Closure Notice,2023-07
HCA Florida South Tampa Hospital,3886,2901 Swann Ave,Tampa,FL,Warning Notice,2023-06
HCA Florida South Tampa Hospital,3886,2901 Swann Ave,Tampa,FL,Closure Notice,2023-09
HCA Florida St. Petersburg Hospital,6290,6500 38th Ave N,Saint Petersburg,FL,Warning Notice,2023-06
HCA Florida St. Petersburg Hospital,6290,6500 38th Ave N,Saint Petersburg,FL,Closure Notice,2023-10
HCA Florida Trinity Hospital,3794,9330 Fl-54,Trinity,FL,Warning Notice,2021-08
HCA Florida Trinity Hospital,3794,9330 Fl-54,Trinity,FL,CAP Request,2022-10
HCA Florida Trinity Hospital,3794,9330 Fl-54,Trinity,FL,Closure Notice,2023-04
HCA Florida Twin Cities Hospital,6875,2190 Highway 85 N,Niceville,FL,Warning Notice,2023-06
HCA Florida Twin Cities Hospital,6875,2190 Highway 85 N,Niceville,FL,Closure Notice,2023-10
HCA Florida University Hospital,7612,3476 South University Drive,Davie,FL,Warning Notice,2023-06
HCA Florida University Hospital,7612,3476 South University Drive,Davie,FL,Closure Notice,2023-10
HCA Florida West Hospital,7403,8383 N Davis Hwy,Pensacola,FL,Warning Notice,2023-06
HCA Florida West Hospital,7403,8383 N Davis Hwy,Pensacola,FL,Closure Notice,2023-10
HCA Florida West Marion Hospital,7412,4600 SW 46th Ct,Ocala,FL,Warning Notice,2023-06
HCA Florida West Marion Hospital,7412,4600 SW 46th Ct,Ocala,FL,Closure Notice,2023-10
HCA Florida West Tampa Hospital,6592,6001 Webb Rd,Tampa,FL,Warning Notice,2023-07
HCA Florida West Tampa Hospital,6592,6001 Webb Rd,Tampa,FL,Closure Notice,2023-11
HCA Florida Westside Hospital,7451,8201 W Broward Blvd,Plantation,FL,Warning Notice,2023-06
HCA Florida Westside Hospital,7451,8201 W Broward Blvd,Plantation,FL,Closure Notice,2023-10
HCA Florida Woodmont Hospital,6967,7201 N University Dr,Tamarac,FL,Warning Notice,2023-06
HCA Florida Woodmont Hospital,6967,7201 N University Dr,Tamarac,FL,Closure Notice,2023-09
HCA Frisbie Memorial Hospital,2220,11 Whitehall Road,Rochester,NH,Warning Notice,2021-08
HCA Frisbie Memorial Hospital,2220,11 Whitehall Road,Rochester,NH,CAP Request,2022-11
HCA Frisbie Memorial Hospital,2220,11 Whitehall Road,Rochester,NH,CMP Notice,2023-04
HCA Frisbie Memorial Hospital,2220,11 Whitehall Road,Rochester,NH,Closure Notice,2023-05
HCA Houston Healthcare Clear Lake,2545,500 Medical Center Boulevard,Webster,TX,Warning Notice,2023-06
HCA Houston Healthcare Clear Lake,2545,500 Medical Center Boulevard,Webster,TX,Closure Notice,2023-10
HCA Houston Healthcare Kingwood,2547,22999 US Highway 59 N,Kingwood,TX,Warning Notice,2023-06
HCA Houston Healthcare Kingwood,2547,22999 US Highway 59 N,Kingwood,TX,Closure Notice,2023-10
HCA Houston Healthcare Medical Center,2549,1313 Hermann Drive,Houston,TX,Warning Notice,2023-06
HCA Houston Healthcare Medical Center,2549,1313 Hermann Drive,Houston,TX,Closure Notice,2023-10
HCA Houston Healthcare North Cypress,3836,21214 Northwest Freeway,Cypress,TX,Warning Notice,2021-07
HCA Houston Healthcare North Cypress,3836,21214 Northwest Freeway,Cypress,TX,CAP Request,2022-01
HCA Houston Healthcare North Cypress,3836,21214 Northwest Freeway,Cypress,TX,Closure Notice,2023-07
HCA Houston Healthcare Northwest,2550,710 Cypress Creek Parkway,Houston,TX,Warning Notice,2023-06
HCA Houston Healthcare Northwest,2550,710 Cypress Creek Parkway,Houston,TX,Closure Notice,2023-10
HCA Houston Healthcare Southeast,2552,4000 Spencer Highway,Pasadena,TX,Met Requirements,2023-10
HCA Houston Healthcare Tomball,2553,605 Holderrieth Boulevard,Tomball,TX,Met Requirements,2023-10
HCA Houston Healthcare West,2554,12141 Richmond Avenue,Houston,TX,Met Requirements,2023-10
HCA Rose Medical Center,5448,4567 E 9th Avenue,Denver,CO,Warning Notice,2021-08
HCA Rose Medical Center,5448,4567 E 9th Avenue,Denver,CO,CAP Request,2022-11
HCA Rose Medical Center,5448,4567 E 9th Avenue,Denver,CO,Closure Notice,2023-07
Heart of the Rockies Regional Medical Center,2591,1000 Rush Drive,Salida,CO,Warning Notice,2023-03
Heart of the Rockies Regional Medical Center,2591,1000 Rush Drive,Salida,CO,CAP Request,2023-06
Heart of the Rockies Regional Medical Center,2591,1000 Rush Drive,Salida,CO,Closure Notice,2023-10
Heartland Regional Medical Center,3654,3333 W. DeYoung St.,Marion,IL,Warning Notice,2023-04
Heartland Regional Medical Center,3654,3333 W. DeYoung St.,Marion,IL,CAP Request,2023-08
Heartland Regional Medical Center,3654,3333 W. DeYoung St.,Marion,IL,Closure Notice,2023-10
Helena Regional Medical Center,2605,1801 Martin Luther King Drive,Helena,AR,Warning Notice,2023-05
Helena Regional Medical Center,2605,1801 Martin Luther King Drive,Helena,AR,CAP Request,2023-08
Helena Regional Medical Center,2605,1801 Martin Luther King Drive,Helena,AR,Closure Notice,2023-12
Hemet Global Medical Center,2607,1117 East Devonshire,Hemet,CA,Warning Notice,2023-09
Hemet Global Medical Center,2607,1117 East Devonshire,Hemet,CA,Closure Notice,2023-12
Henderson County Community Hospital,2609,200 West Church Street,Lexington,TN,Warning Notice,2023-03
Henderson County Community Hospital,2609,200 West Church Street,Lexington,TN,CAP Request,2023-09
Henderson County Community Hospital,2609,200 West Church Street,Lexington,TN,Met Requirements,2023-10
Henderson Hospital,2611,1050 West Galleria Drive,Henderson,NV,Met Requirements,2023-01
Hendrick Medical Center,2612,1900 Pine Street,Abilene,TX,Warning Notice,2021-04
Hendrick Medical Center,2612,1900 Pine Street,Abilene,TX,CAP Request,2021-09
Hendrick Medical Center,2612,1900 Pine Street,Abilene,TX,Closure Notice,2022-01
Hendrick Medical Center Brownwood,848,1501 Burnet Road,Brownwood,TX,Met Requirements,2023-05
Henrico Doctors' Hospital,2617,1602 Skipwith Road,Richmond,VA,Met Requirements,2023-12
Henry Community Health,2624,1000 N 16th St,New Castle,IN,Met Requirements,2023-01
Henry Ford Macomb Hospital,2628,15855 19 Mile Road,Clinton Township,MI,Warning Notice,2023-04
Henry Ford Macomb Hospital,2628,15855 19 Mile Road,Clinton Township,MI,Closure Notice,2023-08
Herington Hospital,2636,100 E Helen Street,Herington,KS,Warning Notice,2023-04
Herington Hospital,2636,100 E Helen Street,Herington,KS,Closure Notice,2023-08
Highlands-Cashiers Hospital,2664,190 Hospital Drive,Highlands,NC,Warning Notice,2023-07
Highlands-Cashiers Hospital,2664,190 Hospital Drive,Highlands,NC,Closure Notice,2023-10
Hillsboro Health,2680,1200 E Tremont Street,Hillsboro,IL,Met Requirements,2023-12
Hodgeman County Health Center,2695,809 W Bramley St,Jetmore,KS,Met Requirements,2023-12
Holland Hospital,2697,602 Michigan Ave,Holland,MI,Warning Notice,2022-07
Holland Hospital,2697,602 Michigan Ave,Holland,MI,Closure Notice,2022-11
Holly Hill Hospital,2698,3019 Falstaff Rd,Raleigh,NC,Warning Notice,2023-04
Holly Hill Hospital,2698,3019 Falstaff Rd,Raleigh,NC,CAP Request,2023-08
Holly Hill Hospital,2698,3019 Falstaff Rd,Raleigh,NC,Closure Notice,2023-09
Holmes Regional Medical Center,2701,1350 S Hickory St,Melbourne,FL,Warning Notice,2021-04
Holmes Regional Medical Center,2701,1350 S Hickory St,Melbourne,FL,CAP Request,2021-09
Holmes Regional Medical Center,2701,1350 S Hickory St,Melbourne,FL,Closure Notice,2022-01
Holton Community Hospital,2703,1110 Columbine Dr,Holton,KS,Met Requirements,2023-12
Holy Cross Health ,2706,4725 N Federal Hwy,Fort Lauderdale,FL,Met Requirements,2023-06
Holy Cross Hospital,2707,2701 W 68th Street,Chicago,IL,Warning Notice,2021-05
Holy Cross Hospital,2707,2701 W 68th Street,Chicago,IL,CAP Request,2021-10
Holy Cross Hospital,2707,2701 W 68th Street,Chicago,IL,Closure Notice,2023-05
Holy Cross Hospital,2705,1500 Forest Glen Road,Silver Spring,MD,CAP Request,2023-06
Holy Cross Hospital,2705,1500 Forest Glen Road,Silver Spring,MD,CMP Notice,2023-09
Holy Cross Hospital,2705,1500 Forest Glen Road,Silver Spring,MD,Closure Notice,2023-09
Holy Name Medical Center,2713,718 Teaneck Road,Teaneck,NJ,Warning Notice,2021-12
Holy Name Medical Center,2713,718 Teaneck Road,Teaneck,NJ,CAP Request,2022-10
Holy Name Medical Center,2713,718 Teaneck Road,Teaneck,NJ,Closure Notice,2023-05
Holy Redeemer Hospital,2714,1648 Huntingdon Pike,Meadowbrook,PA,Warning Notice,2023-04
Holy Redeemer Hospital,2714,1648 Huntingdon Pike,Meadowbrook,PA,Closure Notice,2023-08
Horizon Specialty Hospital of Henderson,2730,8550 S Eastern Ave,Henderson,NV,Warning Notice,2023-04
Horizon Specialty Hospital of Henderson,2730,8550 S Eastern Ave,Henderson,NV,CAP Request,2023-09
Horizon Specialty Hospital of Henderson,2730,8550 S Eastern Ave,Henderson,NV,Closure Notice,2023-11
Hospital Of The University Of Pennsylvania,2778,3400 Spruce Street,Philadelphia,PA,Warning Notice,2022-07
